"BLP.model.name","BLP.model.id","BLP.firm.id","BLP.cdid","BLP.id","BLP.price","BLP.mpd","BLP.air","BLP.mpg","BLP.space","BLP.hpwt","BLP.trend","BLP.share","BLP.outshr","BLP.y","augZ.1","augZ.2","augZ.3","augZ.4","augZ.5","augZ.6","augZ.7","augZ.8","augZ.9","augZ.10","augZ.11","augZ.12","augZ.13","augZ.14","augZ.15","augZ.16","augZ.17","augZ.18","augZ.19","augZ.20","augZ.21","augZ.22","augZ.23","augZ.24","augZ.25","augZ.26","augZ.27","augZ.28","augZ.29","augZ.30","augZ.31","augZ.32","augZ.33","augZ.34","augZ.35","augZ.36","augZ.37","augZ.38","augZ.39","augZ.40","augZ.41","augZ.42","augZ.43","augZ.44","augZ.45","augZ.46","augZ.47","augZ.48","Z.sum.other.1","Z.sum.other.hpwt","Z.sum.other.air","Z.sum.other.mpd","Z.sum.other.space","Z.sum.rival.1","Z.sum.rival.hpwt","Z.sum.rival.air","Z.sum.rival.mpd","Z.sum.rival.space"
"CDCALA",86,19,1,146,3.23858047994379,1.91818681318681,0,1.724,1.808,0.732484076433121,0,0.000127197192393065,0.880106290119383,-1.29167178540732,28,16.6831957128246,0,7.01851648351648,22.96885,0,10.511681168512,6.94008103038328,1.78718637603846,0.462162575538117,19.0749992225,16.0049019727529,0,0,0,0,0,0,4.2407528514076,13.7937387619504,0,5.74625467317504,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.6831957128246,0,49.1296153846154,45.9377,63,29.5098229880647,0,125.010370879121,84.9556
"CDDEVI",89,19,1,147,4.28302492438824,1.91262362637363,0,1.719,1.808,0.72938689217759,0,0.00270460135581019,0.880106290119383,1.76529944364882,28,16.6862928970801,0,7.0193112244898,22.96885,0,10.5162088522596,6.94504520488001,1.78762130489808,0.462341089593882,19.0749992225,16.0049019727529,0,0,0,0,0,0,4.24218123619863,13.7965386165174,0,5.74697311901491,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.6862928970801,0,49.1351785714286,45.9377,63,29.5098229880647,0,125.010370879121,84.9556
"CDELDR",91,19,1,148,6.46821010957342,2.01832417582418,0,1.814,1.776,0.780748663101604,0,0.000534120223168756,0.880106290119383,0.143210586952628,28,16.6349311261561,0,7.00421114599686,22.98485,0,10.4386456158051,6.85716308052315,1.77914164484596,0.458768825159289,19.1036712225,16.0434381647529,0,0,0,0,0,0,4.21635819345088,13.7625995542117,0,5.73793596045918,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.6349311261561,0,49.029478021978,45.9697,63,29.5098229880647,0,125.010370879121,84.9556
"CDFLTW",92,19,1,149,7.40648171451169,1.89259615384615,0,1.701,1.832,0.716510903426791,0,0.000332863399124123,0.880106290119383,-0.329678170708506,28,16.6991688858309,0,7.02217229199372,22.95685,0,10.5348262160106,6.96523484246671,1.78917658927786,0.462975188186614,19.0531592225,15.9750899407529,0,0,0,0,0,0,4.24774935373173,13.799580379507,0,5.74631507348901,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.6991688858309,0,49.155206043956,45.9137,63,29.5098229880647,0,125.010370879121,84.9556
"CVVEGA",150,19,1,150,-6.60092569289571,2.21192307692308,0,1.988,1.122,0.419384902143523,0,0.00400493430919671,0.880106290119383,2.15787209348169,28,16.9962948871142,0,6.97655416012559,23.31185,0,10.8723303945941,7.25931988570068,1.76242794648864,0.451188206759502,19.5774942225,16.5671067557529,0,0,0,0,0,0,4.30895201613887,14.2206294369434,0,5.8167049635989,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.9962948871142,0,48.8358791208791,46.6237,63,29.5098229880647,0,125.010370879121,84.9556
"CVNOVA",146,19,1,151,-5.82314791511794,1.80247252747253,0,1.62,1.387,0.487231182795699,0,0.00353280040794289,0.880106290119383,2.0324357884275,28,16.928448606462,0,7.03504709576138,23.17935,0,10.8108198652516,7.21741698312386,1.79597277273215,0.465666332216869,19.4112729725,16.4101317863779,0,0,0,0,0,0,4.31601291923133,14.1180095417771,0,5.81540127050628,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.928448606462,0,49.2453296703297,46.3587,63,29.5098229880647,0,125.010370879121,84.9556
"CVCHEV",135,19,1,153,-5.15154297684633,1.68230769230769,0,1.512,1.5352,0.451713395638629,0,0.00502996580478733,0.880106290119383,2.38575810112949,28,16.9639663936191,0,7.05221350078493,23.10525,0,10.8441690989407,7.24091299628873,1.80451865111369,0.46885836559772,19.3030054625,16.2913878249769,0,0,0,0,0,0,4.3329129051336,14.1091691645538,0,5.80949774381868,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.9639663936191,0,49.3654945054945,46.2105,63,29.5098229880647,0,125.010370879121,84.9556
"CVCAMA",130,19,1,158,-4.54907384104386,1.62,0,1.456,1.41,0.468648998060763,0,0.00181179134921111,0.880106290119383,1.36466096684255,28,16.9470307911969,0,7.06111459968603,23.16785,0,10.8285822073567,7.23015259030768,1.80871781788099,0.470344285553504,19.3951902225,16.3932626117529,0,0,0,0,0,0,4.3330142684683,14.1255068234131,0,5.8308176559066,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.9470307911969,0,49.4278021978022,46.3357,63,29.5098229880647,0,125.010370879121,84.9556
"CVMNTC",143,19,1,160,-3.32685161882164,1.60442307692308,0,1.442,1.5732,0.702408256880734,0,0.00218649889015538,0.880106290119383,1.55264649957509,28,16.713271532377,0,7.0633398744113,23.08625,0,10.5548367314058,6.98653052144311,1.8097428503348,0.47069841026888,19.2734756625,16.2569646988569,0,0,0,0,0,0,4.28047874848225,13.9033900321836,0,5.81368348557692,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.713271532377,0,49.4433791208791,46.1725,63,29.5098229880647,0,125.010370879121,84.9556
"CVBISC",129,19,1,161,-4.11697507561176,1.4175,0,1.274,1.736,0.388531618435155,0,0.000380301757753914,0.880106290119383,-0.196445326745408,28,17.0271481708225,0,7.0900431711146,23.00485,0,10.8972572722162,7.2744313553826,1.82127075155446,0.474435645292936,19.1387912225,16.0896932047529,0,0,0,0,0,0,4.36279538385781,14.1186589222443,0,5.81820479876374,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,17.0271481708225,0,49.6303021978022,46.0097,63,29.5098229880647,0,125.010370879121,84.9556
"CVBELA",128,19,1,163,-3.77870347067349,1.4175,0,1.274,1.736,0.388531618435155,0,0.000731687563741076,0.880106290119383,0.457943233666876,28,17.0271481708225,0,7.0900431711146,23.00485,0,10.8972572722162,7.2744313553826,1.82127075155446,0.474435645292936,19.1387912225,16.0896932047529,0,0,0,0,0,0,4.36279538385781,14.1186589222443,0,5.81820479876374,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,17.0271481708225,0,49.6303021978022,46.0097,63,29.5098229880647,0,125.010370879121,84.9556
"CVIMPA",140,19,1,165,-3.38858001388337,1.40637362637363,0,1.264,1.736,0.38563829787234,0,0.00865848281240626,0.880106290119383,2.92888442764764,28,17.0300414913853,0,7.09163265306122,23.00485,0,10.8994971939542,7.27573192145612,1.82191196528998,0.474629650570797,19.1387912225,16.0896932047529,0,0,0,0,0,0,4.36399424638418,14.1211703244928,0,5.81958446909341,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,17.0300414913853,0,49.6414285714286,46.0097,63,29.5098229880647,0,125.010370879121,84.9556
"CVCAPR",131,19,1,167,-1.5540121126488,1.46311813186813,0,1.315,1.736,0.631188118811881,0,0.00208878756974024,0.880106290119383,1.50692870276954,28,16.7844916704458,0,7.08352629513344,23.00485,0,10.6498156494108,7.08161848967727,1.81858894710953,0.473607870260163,19.1387912225,16.0896932047529,0,0,0,0,0,0,4.30954406784044,13.9080330799173,0,5.81254815041209,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.7844916704458,0,49.5846840659341,46.0097,63,29.5098229880647,0,125.010370879121,84.9556
"CVCORV",139,19,1,169,1.90030887500552,1.87256868131868,0,1.683,1.2627,0.843222985633979,0,0.000357999880016798,0.880106290119383,-0.25687771243614,28,16.5724568036237,0,7.02503335949764,23.2415,0,10.3371890872386,6.73353022608456,1.79071550224312,0.463596007718133,19.4936124,16.4920073447675,0,0,0,0,0,0,4.2159026145529,13.923535535066,0,5.82508247919937,0,0,63,29.5098229880647,0,17.858624411303,42.4778,0,14.8863438351353,8.09614568850274,5.26330413848073,1.61058570685781,30.039068785,22.167183445646,0,0,0,0,0,0,8.17803177721527,20.5773751036274,0,11.5963141206829,0,0,28,16.5724568036237,0,49.1752335164835,46.483,63,29.5098229880647,0,125.010370879121,84.9556
"CRNEWP",121,16,1,170,-1.41574050771053,1.52876373626374,0,1.374,1.8,0.659314313114361,0,0.00103780970664107,0.880106290119383,0.807457356295838,13,6.54492448489857,0,3.16004905808477,10.1609,0,3.53289406739212,2.05758171417034,0.783876742875103,0.19880380773774,8.100837135,6.5634870194015,0,0,0,0,0,0,1.60201754867747,5.19887410337668,0,2.43192569711538,0,0,78,39.7212639793094,0,21.7727237048666,55.28975,0,21.9669684950058,13.0850459517447,6.29400809999039,1.88410468582842,41.0204468725,31.6183616629974,0,0,0,0,0,0,10.8734964347446,29.2410224854938,0,14.9618078848116,0,0,13,6.54492448489857,0,22.1203434065934,20.3218,78,39.7212639793094,0,152.409065934066,110.5795
"CR300 ",103,16,1,171,-0.188580013883369,1.65782967032967,0,1.49,1.8,0.775283499190002,0,0.000119683244345792,0.880106290119383,-1.35256174132516,13,6.42895529882293,0,3.14161106750392,10.1609,0,3.36652492675329,1.8781871971653,0.775483260129994,0.195936531755178,8.100837135,6.5634870194015,0,0,0,0,0,0,1.56239580936528,5.0945018359086,0,2.41533150559262,0,0,78,39.7212639793094,0,21.7727237048666,55.28975,0,21.9669684950058,13.0850459517447,6.29400809999039,1.88410468582842,41.0204468725,31.6183616629974,0,0,0,0,0,0,10.8734964347446,29.2410224854938,0,14.9618078848116,0,0,13,6.42895529882293,0,21.9912774725275,20.3218,78,39.7212639793094,0,152.409065934066,110.5795
"CRNEWY",122,16,1,172,0.362037270067249,1.89370879120879,0,1.702,1.8,0.77277970011534,0,0.000338667586537885,0.880106290119383,-0.312391308066374,13,6.43145909789759,0,3.10791405023548,10.1609,0,3.37040096595923,1.88268746632972,0.758386652577421,0.189421331183927,8.100837135,6.5634870194015,0,0,0,0,0,0,1.53694842023643,5.0967552550758,0,2.38500419005102,0,0,78,39.7212639793094,0,21.7727237048666,55.28975,0,21.9669684950058,13.0850459517447,6.29400809999039,1.88410468582842,41.0204468725,31.6183616629974,0,0,0,0,0,0,10.8734964347446,29.2410224854938,0,14.9618078848116,0,0,13,6.43145909789759,0,21.7553983516484,20.3218,78,39.7212639793094,0,152.409065934066,110.5795
"DGCOLT",159,16,1,173,-6.83549359413028,2.33097527472527,0,2.095,1.0168,0.495049504950495,0,0.000425655408242846,0.880106290119383,-0.0837802455940109,13,6.70918929306243,0,3.04544740973312,10.5525,0,3.72251541851785,2.22285882066453,0.720686392465602,0.172295569975285,8.652366575,7.1610805866975,0,0,0,0,0,0,1.58115864251808,5.54057381686277,0,2.45918563039639,0,0,78,39.7212639793094,0,21.7727237048666,55.28975,0,21.9669684950058,13.0850459517447,6.29400809999039,1.88410468582842,41.0204468725,31.6183616629974,0,0,0,0,0,0,10.8734964347446,29.2410224854938,0,14.9618078848116,0,0,13,6.70918929306244,0,21.3181318681319,21.105,78,39.7212639793094,0,152.409065934066,110.5795
"DGDART",162,16,1,177,-5.71203680400683,1.94934065934066,0,1.752,1.379,0.431034482758621,0,0.00312083808266843,0.880106290119383,1.90844649728435,13,6.77320431525431,0,3.09996664050235,10.3714,0,3.78179870554259,2.26410037996282,0.754023468490539,0.187624641526587,8.435426885,6.9646916520265,0,0,0,0,0,0,1.62597508723027,5.49505870931753,0,2.43647097968995,0,0,78,39.7212639793094,0,21.7727237048666,55.28975,0,21.9669684950058,13.0850459517447,6.29400809999039,1.88410468582842,41.0204468725,31.6183616629974,0,0,0,0,0,0,10.8734964347446,29.2410224854938,0,14.9618078848116,0,0,13,6.77320431525431,0,21.6997664835165,20.7428,78,39.7212639793094,0,152.409065934066,110.5795
"DGCHLN",157,16,1,179,-5.02808618672287,1.65449175824176,0,1.487,1.4784,0.413907284768212,0,0.000440278361029456,0.880106290119383,-0.0500031981040623,13,6.79033151324472,0,3.14208791208791,10.3217,0,3.79627019048539,2.27327230753951,0.7757088976348,0.196016608633241,8.364420495,6.8885758391135,0,0,0,0,0,0,1.64817892315799,5.48629672027894,0,2.45376670496468,0,0,78,39.7212639793094,0,21.7727237048666,55.28975,0,21.9669684950058,13.0850459517447,6.29400809999039,1.88410468582842,41.0204468725,31.6183616629974,0,0,0,0,0,0,10.8734964347446,29.2410224854938,0,14.9618078848116,0,0,13,6.79033151324472,0,21.9946153846154,20.6434,78,39.7212639793094,0,152.409065934066,110.5795
"DGCORN",161,16,1,181,-4.90462939659942,1.61443681318681,0,1.451,1.6146,0.446841294298921,0,0.00184694642750015,0.880106290119383,1.38387861094701,13,6.75739750371401,0,3.14781004709576,10.2536,0,3.76792228857885,2.25496306486533,0.778381076294333,0.196952565598118,8.259103845,6.7663427343845,0,0,0,0,0,0,1.64295165975185,5.43152200829208,0,2.44229034330848,0,0,78,39.7212639793094,0,21.7727237048666,55.28975,0,21.9669684950058,13.0850459517447,6.29400809999039,1.88410468582842,41.0204468725,31.6183616629974,0,0,0,0,0,0,10.8734964347446,29.2410224854938,0,14.9618078848116,0,0,13,6.75739750371401,0,22.0346703296703,20.5072,78,39.7212639793094,0,152.409065934066,110.5795
"DGCHAR",156,16,1,184,-5.07746890277226,1.54434065934066,0,1.388,1.5862,0.451010886469673,0,6.01715759793629e-05,0.880106290119383,-2.04021028268719,13,6.75322791154326,0,3.1578237833595,10.2678,0,3.76417861115542,2.25244209503868,0.782899814083721,0.198482140251187,8.281829525,6.7936210839105,0,0,0,0,0,0,1.64650631480725,5.43456025112051,0,2.45350723793171,0,0,78,39.7212639793094,0,21.7727237048666,55.28975,0,21.9669684950058,13.0850459517447,6.29400809999039,1.88410468582842,41.0204468725,31.6183616629974,0,0,0,0,0,0,10.8734964347446,29.2410224854938,0,14.9618078848116,0,0,13,6.75322791154326,0,22.1047664835165,20.5356,78,39.7212639793094,0,152.409065934066,110.5795
"DGPOLA",171,16,1,186,-3.618209643513,1.37855769230769,0,1.239,1.768,0.386151797603196,0,0.00107687923690683,0.880106290119383,0.844412178032555,13,6.81808700040973,0,3.18150706436421,10.1769,0,3.8184762200774,2.2866022547617,0.79278893165662,0.201582413239065,8.129381135,6.6016799154015,0,0,0,0,0,0,1.66996087463526,5.45089879609838,0,2.45438889177787,0,0,78,39.7212639793094,0,21.7727237048666,55.28975,0,21.9669684950058,13.0850459517447,6.29400809999039,1.88410468582842,41.0204468725,31.6183616629974,0,0,0,0,0,0,10.8734964347446,29.2410224854938,0,14.9618078848116,0,0,13,6.81808700040973,0,22.2705494505495,20.3538,78,39.7212639793094,0,152.409065934066,110.5795
"DGMONA",169,16,1,188,-1.33425902622905,1.55657967032967,0,1.399,1.768,0.679012345679012,0,0.000273936648869158,0.880106290119383,-0.524513492539633,13,6.52522645233392,0,3.15607535321821,10.1769,0,3.50653166528507,2.03111867425242,0.782125279430846,0.198224806388038,8.129381135,6.6016799154015,0,0,0,0,0,0,1.59501740574919,5.19201007159936,0,2.4319072591248,0,0,78,39.7212639793094,0,21.7727237048666,55.28975,0,21.9669684950058,13.0850459517447,6.29400809999039,1.88410468582842,41.0204468725,31.6183616629974,0,0,0,0,0,0,10.8734964347446,29.2410224854938,0,14.9618078848116,0,0,13,6.52522645233392,0,22.0925274725275,20.3538,78,39.7212639793094,0,152.409065934066,110.5795
"FDPINT",229,18,1,190,-7.02314791511794,2.26644230769231,0,2.037,1.141,0.384812724474089,0,0.00492343571899934,0.880106290119383,2.36435151895819,14,7.72281622602724,0,3.51736459968603,11.42235,0,4.56465524780188,2.86714411343785,0.901791502281009,0.235842784054923,9.4115974875,7.82376490213238,0,0,0,0,0,0,1.95738814881612,6.36814276423928,0,2.85069903502747,0,0,77,38.817873826821,0,21.3100255102041,54.3578,0,21.2218218451563,12.5051010387051,6.1189577860379,1.82354014173175,40.19421627,30.9014030026415,0,0,0,0,0,0,10.5375229736634,28.4456010471216,0,14.5548748363422,0,0,14,7.72281622602724,0,24.6215521978022,22.8447,77,38.817873826821,0,149.170178571429,108.7156
"FDMAVE",226,18,1,192,-6.24290100153769,2.13070054945055,0,1.915,1.3277,0.384172109104879,0,0.00371387005819185,0.880106290119383,2.08241939058814,14,7.72345684139645,0,3.53675627943485,11.329,0,4.56514787130496,2.86742822850548,0.9139726431518,0.241583415971785,9.296370915,7.71688909414075,0,0,0,0,0,0,1.96504530814942,6.33264576892248,0,2.83334757456829,0,0,77,38.817873826821,0,21.3100255102041,54.3578,0,21.2218218451563,12.5051010387051,6.1189577860379,1.82354014173175,40.19421627,30.9014030026415,0,0,0,0,0,0,10.5375229736634,28.4456010471216,0,14.5548748363422,0,0,14,7.72345684139645,0,24.757293956044,22.658,77,38.817873826821,0,149.170178571429,108.7156
